Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,01/15/2024,mt Secretary of State,,,,P.O. Box 202801,helena,MT,59620.0,,2,15.0,FILING FEE,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,01/16/2024,us bank,,,us bank,2801 brooks street,missoula,MT,59801.0,,2,6.0,FEE,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,01/22/2024,MIKES PRINT,,,,1605 south ave,missoula,MT,59801.0,,2,155.25,"POSTER, SIGNS & PENS",PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,01/29/2024,the printery,,,,206 railroad ave,plains,MT,59859.0,,2,495.0,MAILER,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/02/2024,river edge,,,,168 frontage road,alberton,MT,59820.0,,2,33.0,Food,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/20/2024,mikes print,,,,1605 s ave,missoula,MT,59801.0,,2,207.0,Literature,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/13/2024,revenue media group,,,,5530 s arville,las vegas,NV,89118.0,,2,1000.0,Facebook Ads,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/15/2024,bing banners,,,,1446 w 178th street,gardena,CA,90248.0,,2,119.45,BANNER ,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/14/2024,us bank,,,us bank,2801 brooks steet,missoula,MT,59801.0,,2,6.0,FEE,PM,,,,N,,,
"Delisle, Steven",01/01/2024 to 03/15/2024,C5,02/20/2024,mineral independent,,,,PO Box 667,plains,MT,59859.0,,2,683.4,Newspaper ad,PM,,,,N,,,
"Delisle, Steven",10/01/2023 to 12/31/2023,C5,12/15/2023,reveneu media group,,,,5530 s arville street,las vegas,NV,89118.0,,2,1000.0,Facebook ads,PM,facebook,,,N,,,
"Delisle, Steven",10/01/2023 to 12/31/2023,C5,12/14/2023,us bank,,,us bank,2801 brooks st,missoula,MT,59801.0,,2,31.0,Bank fee,PM,,,,N,,,
"Delisle, Steven",10/01/2023 to 12/31/2023,C5,11/22/2023,ad runner,,,,1355 west street,lewisville,NC,27023.0,,2,775.0,Advertising banners,PM,,2.0,,N,,,
"Delisle, Steven",10/01/2023 to 12/31/2023,C5,11/14/2023,us bank,,,us bank,2801 brooks st,missoula,MT,59801.0,,2,6.0,Bank fee,PM,,,,N,,,
"Delisle, Steven",10/01/2023 to 12/31/2023,C5,10/16/2023,us bank,,,us bank,2801 brooks st,missoula,MT,59801.0,,2,6.0,Bank fee,PM,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/16/2024,Townsquare Media Group,,,,914 13th Ave S ,Great Falls,MT,59405.0,,2,10740.0,Digital and radio advertising ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/23/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/17/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.01,Fee adjustment on contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/23/2024,VictoryStore.com,,,VictoryStore.com,5200 SW 30th Street ,Davenport,IA,52802.0,,2,14.79,Shipping charges on car magnets ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/19/2024,JoAnn,,,,2515 10th Ave S,Great Falls,MT,59405.0,,2,44.46,Fabric for a tablecloth for a booth and outside events,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/26/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.27,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,05/11/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.28,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/27/2024,Wrist-Band.com,,,,"16107 Kensington Dr, Ste 172",Sugar Land ,TX,77479.0,,2,1050.0,5100 silicone wristbands ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,05/10/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,05/05/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.22,Fee charged on two contributions ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,05/02/2024,United States Postal Service,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,68.0,100 postage stamps   ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,05/03/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.18,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",04/16/2024 to 05/14/2024,C5,04/24/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.32,Fees charged on contributions - $1.16 x 2,GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/02/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/15/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.28,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/03/2024,Slingshot Creative Group,,,,Box 277,Great Falls ,MT,59403.0,,2,225.0,"Design work for outdoor board, buttons & T shirts, update website ",GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/11/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,03/19/2024,Russell Country Federal Credit Union,,,Russell Country Federal Credit Union,810 1st Ave S,Great Falls,MT,59401.0,,2,15195.42,Transfer of primary funds to general funds ,PM,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/05/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.6000000000000001,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",03/16/2024 to 04/15/2024,C5,04/07/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on  contribution ,GN,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/07/2024,"Advanced Litho Printing, LLC ",,,"Advanced Litho Printing, LLC ",226 9th Ave S,Great Falls ,MT,59405.0,,2,1380.0,"Printing 10,000 postcards ",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/07/2024,Great Falls Bench Advertising ,,,,1720 10th Ave S Suite 4-290,Great Falls,MT,59405.0,,2,4350.0,Bench advertising 5 locations February through October 2024 ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/15/2024,Kelly's Signs,,,,2315 12th Ave S ,Great Falls,MT,59405.0,,2,135.0,3'x6' banner w/pole pocket,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/26/2024,"Advanced Litho Printing, LLC ",,,"Advanced Litho Printing, LLC ",226 9th Ave S,Great Falls ,MT,59405.0,,2,1443.0,"5000 stickers, 4c, 2-3/4"" circle",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/01/2024,VictoryStore.com,,,VictoryStore.com,5200 SW 30th Street ,Davenport,IA,52802.0,,2,17.6,disclaimer stickers for yard signs shipping costs ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/29/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/01/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/05/2024,Sterling Embroidery & Screenprinting,,,,116 Riverview 7 West ,Great Falls,MT,59404.0,,2,798.5,"50 campaign t shirts  $653.50, art and screens $145.00 ",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/03/2024,Slingshot Creative Group,,,,Box 277,Great Falls ,MT,59403.0,,2,2000.0,WEBSITE DEVELOPMENT-CREATIVE FEES,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/15/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/15/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/05/2024,Slingshot Creative Group,,,,Box 277,Great Falls ,MT,59403.0,,2,550.0,"Design services for bench ad $75 , walking cards $350, news updates $25, yard signs $50 and banner $50 ",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/28/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.01,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/28/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/23/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/21/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.76,Fees charged on contributions - $1.16 and $.60,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/15/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/05/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.6000000000000001,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/26/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,15.03,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/19/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.16,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/11/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/12/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,10.18,"Fees on 4 contributions - 3.93, 1.16, 1.16 and 3.93",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/12/2024,Secretary of State ,,,,1301 E 6th Ave Rm 260,Helena,MT,59601.0,,2,15.0,Filing Fee ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/09/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/19/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,9.48,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/04/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,6.38,Fees charged on two contributions Wolff and Ochsner ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/01/2024,VictoryStore.com,,,VictoryStore.com,5200 SW 30th Street ,Davenport,IA,52802.0,,2,4734.96,"50 - 24x36 1 sided  signs, 500 18x24 2 sided signs, 500 H Frames ",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,03/08/2024,Double G Engraving & Awards,,,,612 2nd St S,Great Falls,MT,59405.0,,2,54.47,3 magnet MT badges ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/10/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,9.48,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,02/18/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,7.63,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/03/2024,Slingshot Creative Group,,,,Box 277,Great Falls ,MT,59403.0,,2,300.0,"Social media setup - create pages for FaceBook, Instagram, Youtube and X",PM,,,,N,,,
"Weber, Jane  A",01/01/2024 to 03/15/2024,C5,01/05/2024,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.6000000000000001,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/11/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,7.63,Fee charged on  contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/18/2023,Staples,,,,207 Northwest Bypass,Great Falls,MT,59404.0,,2,14.99,Envelopes for thank you notes -- 100,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/11/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,15.03,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/13/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.71,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/07/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.16,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/04/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,7.86,Fee charged on contributions,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,11/05/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.6000000000000001,Fee charged for contribution,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/05/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.6000000000000001,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/28/2023,Staples,,,,207 Northwest Bypass,Great Falls,MT,59404.0,,2,36.99,3000 pk Avery address labels ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/27/2023,United State Postal Service,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,117.0,100 postcard stamps at .51 each and 100 regular stamps at .66 each ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/21/2023,United States Postal Service,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,229.5,Postage for 450 postcards mailed at .51 per postcard ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/20/2023,"Advanced Litho Printing, LLC",,,,226 Ninth Ave S,Great Falls,MT,59405.0,,2,115.0,Printing 450 Happy Holiday Cards ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/30/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.53,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/30/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,1.16,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/25/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,15.03,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,10/26/2023,Staples,,,,207 Northwest Bypass,Great Falls,MT,59404.0,,2,12.54,print the MDLCC campaign manual 66 pages ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,11/21/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,15.03,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",10/01/2023 to 12/31/2023,C5,12/31/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged on contribution ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/19/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee for contribution ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/02/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee from contribution,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/15/2023,Lamar,,,,4213 2nd Ave,Great Falls,MT,59405.0,,2,10056.0,Billboard advertising Great Falls - 8 billboards - service dates 5-6-24 through 6-4-24 and 10-7-24 through 11-5-24 ,PM,,8 Billboards- service dates 5-6-24 through 6-4-24 and 10-7-24 through 11-5-24 ,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/27/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee charged for contribution   ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,07/28/2023,Staples,,,,207 Northwest Bypass,Great Falls,MT,59404.0,,2,273.0,Print 250 post cards for campaign,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/07/2023,United States Postal Service,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,66.0,100 Postage Stamps for Thank You notes,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/15/2023,Montana Democratic Party,,,,303 N Ewing St,Helena,MT,59601.0,,2,100.0,purchase the VAN list ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/21/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,44.39,Fees from 8-1-23 through 8-21-23 for contributions through ActBlue ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,07/31/2023,ActBlue,,,,366 Summer St,Comerville,MA,2144.0,,2,96.78,Fees from 7-11-23 through 7-31-23 collected from contributions through ActBlue,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/05/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,30.29,Fees on contributions ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/12/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,2.08,Fee from contribution,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/07/2023,United States Postal Service,,,,215 1st Ave N,Great Falls,MT,59401.0,,2,226.0,P O Box rent for 1 year,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/25/2023,Montana Democratic Party,,,,303 N Ewing St,Helena,MT,59601.0,,2,70.0,Balance due for purchase of VAN list,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/18/2023,"Advanced Litho Printing, LLC",,,,226 9th Ave S,Great Falls,MT,59405.0,,2,185.0,500 envelopes,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/23/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,0.97,Fee on contribution received ,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,09/09/2023,ActBlue,,,,366 Summer St,Somerville,MA,2144.0,,2,3.93,Fee from contribution,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/31/2023,HostGator.com,,,,P O Box 947079,Atlanta,GA,30394.0,,2,159.21,ISP and domain for website,PM,,,,N,,,
"Weber, Jane  A",07/11/2023 to 09/30/2023,C5,08/24/2023,Russell Country Federal Credit Union,,,Russell Country Federal Credit Union,810 1st Ave S,Great Falls,MT,59401.0,,2,11.89,1 box of checks,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/22/2024,Walmart,,,,701 Smelter Ave NE,Great Falls,MT,59404.0,,2,48.4,Campaign expenses,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/23/2024,USPS,,,,14 5th Ave SE,Conrad,MT,59425.0,,2,13.6,Stamps,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/16/2024,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404.0,,2,40.18,Misc campaign expenses,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/16/2024,Home Depot,,,,1500 Market Place Dr.,Great Falls,MT,59405.0,,2,81.34,Supplies for signs,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/16/2024,Walmart,,,,701 Smelter Ave NE,Great Falls,MT,59405.0,,2,38.29,Misc. campaign expenses,PM,,,,N,,,
"Arends, David  J",04/16/2024 to 05/15/2024,C5,04/16/2024,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404.0,,2,154.77,supplies for barbecue,PM,,,,N,,,
"Arends, David  J",03/01/2024 to 03/15/2024,C5,03/01/2024,Pioneer Press,,,,19 South Central,Cut Bank,MT,59427.0,,2,432.0,Newspapaer Ad,PM,,,,N,,,
"Arends, David  J",02/01/2024 to 02/29/2024,C5,02/24/2024,Vista Print,,,,95 Hayden Ave,Lexington,MA,2421.0,,2,2092.13,"Mailers, banners, Flyers, Yard signs",PM,,,,N,,,
"Arends, David  J",02/01/2024 to 02/29/2024,C5,02/27/2024,Staples,,,,207 NW Bypass,Great Falls,MT,59404.0,,2,29.99,Thank you notes,PM,,,,N,,,
"Arends, David  J",02/01/2024 to 02/29/2024,C5,02/28/2024,Independent Observer,,,,7 3rd Ave SE,Conrad,MT,59425.0,,2,25.0,Announcement,PM,,,,N,,,
"Arends, David  J",02/01/2024 to 02/29/2024,C5,02/25/2024,Amazon,,,,410 Terry Ave,Seattle,WA,98109.0,,2,329.99,yard sign frames,PM,,,,N,,,
"Arends, David  J",02/01/2024 to 02/29/2024,C5,02/28/2024,Acantha,,,,216 !st Ave NW,Choteau,MT,59422.0,,2,170.0,Announcement,PM,,,,N,,,
"Arends, David  J",10/01/2023 to 12/31/2023,C5,12/18/2023,Blue sky Villa,,,,61 Blazen Dr,Conrad,MT,59425.0,,2,200.0,Christmas Party Rental Fees,PM,,,,N,,,
"Arends, David  J",10/01/2023 to 12/31/2023,C5,12/14/2023,Walmart,,,,170 Hutton Ranch Road,Kalispell,MT,59901.0,,2,45.9,Christmas Party Supplies,PM,,,,N,,,
"Arends, David  J",10/01/2023 to 12/31/2023,C5,12/14/2023,Dollar Tree,,,,2355 US 93,Kalispell,MT,59901.0,,2,52.5,Christmas Party Supplies,PM,,,,N,,,
"Arends, David  J",10/01/2023 to 12/31/2023,C5,10/17/2023,United,,,,2800 Terminal Dr,Great Falls,MT,59404.0,,2,308.2,Airline ticket to Dirt Road Revival event,PM,,,,N,,,
"Arends, David  J",10/01/2023 to 12/31/2023,C5,10/09/2023,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404.0,,2,10.98,Plates for campaign dinner,PM,,,,N,,,
"Arends, David  J",07/01/2023 to 09/30/2023,C5,09/19/2023,Staples,,,,207 Northwest Bypass,Great Falls,MT,59404.0,,2,15.75,Campaign poster for small group meetings,PM,,One poster,,N,,,
"Arends, David  J",07/01/2023 to 09/30/2023,C5,09/01/2023,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,18.27,Domocratic fundraising organization Fee,PM,,,Fee for August 2023 contributions donated through ActBlue,N,,,
"Arends, David  J",07/01/2023 to 09/30/2023,C5,10/01/2023,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,4.8,Democratic fundraising organization fee,PM,,,ActBlue fundraising fee for September 2023,N,,,
