Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,William,,Wilson,10955 Horseback Ridge Rd ,Missoula,MT,59804.0,5862.0,2,1000.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Andrew,,Field,PO Box 500 ,Emigrant,MT,59027.0,500.0,2,99.0,Refund Excess Contribution,PM,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/09/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,976.68,Credit Card Fees (22 Transactions from 08/29/2024 - 09/05/2024),GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/03/2024,,Jan,,Wolf,38 Heatherwood Lane ,Billings,MT,59102.0,2449.0,2,50.0,Refund of Contribution,PM,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/03/2024,,Jan,,Wolf,38 Heatherwood Lane ,Billings,MT,59102.0,2449.0,2,15.0,Refund of Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/06/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,1961.67,#1 250 ; 7.5 x 3.75 in. Greg for Montana Fundraising Mailers,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/20/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,498.26,#243; 8.5 x 5.5 in. Greg for Montana Postcards,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,James,,Caras,401 S W Higgins Ave ,Missoula,MT,59803.0,1407.0,2,760.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/29/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,750.17,Credit Card Fees (56 Transactions from 08/16/2024 - 08/22/2024),PM,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Charles,,Fricke,229 Wagner Ln ,Florence,MT,59833.0,6519.0,2,300.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Clifton,,Orcutt,316 S 9Th St ,Hamilton,MT,59840.0,2652.0,2,500.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Alex,,Legrand,3400 Laramie Dr ,Bozeman,MT,59718.0,2005.0,2,880.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/20/2024,Peak Insights,,,,350 Ryman Street Suite 300 ,Missoula,MT,59802.0,4256.0,2,25942.34,Public Opinion Polling,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/06/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,402.14,#420; 8.5 x 5.5 in. Greg for Montana Postcards,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/26/2024,,Seth,,Dyk,1702 Virginia Ln ,Billings,MT,59102.0,3624.0,2,267.35,See Attachment:,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/20/2024,,Thomas,,Apparel,3636 Harrison Ave ,Butte,MT,59701.0,3571.0,2,241.93,#12 Greg for Montana Staff T-Shirts,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Thomas,,Ross,114 Rolling Green Place ,Missoula,MT,59803.0,2435.0,2,49.61,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Ronalee,A,Johnson,80 Mol Heron Creek Rd ,Gardiner,MT,59030.0,9334.0,2,529.86,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/29/2024,First Bankcard,,,,PO Box 2818 ,Omaha,NE,68103.0,2818.0,2,2028.56,See Attachment:,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Philip,J,Uihlein,1662 Moosepoint ,Bozeman,MT,59715.0,9114.0,2,2240.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/15/2024,,Martin,,O'Neil,5216 Rocky Mountain Blvd ,Billings,MT,59106.0,1042.0,2,2240.0,Refund Excess Contribution,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/29/2024,,Natalie,,Brown,41 Sand Piper Loop ,Helena,MT,59602.0,564.0,2,268.68,See Attachment:,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,09/03/2024,,Anna Marian,,Block,3050 Saddle Dr ,Helena,MT,59601.0,8636.0,2,2623.51,See Attachment:,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/30/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,2648.63,#18 567 Fundraising Greg for Montana SMS Messages,GN,,,,,,,
"Gianforte, Greg",08/16/2024 to 09/15/2024,C5,08/26/2024,,Courtney,,Thomas,3736 Ellis View Loop ,Bozeman,MT,59715.0,8511.0,2,75.04,Mileage Reimbursement Bozeman to Big Sky 2x (112 miles) @ 0.67,GN,,,,,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/27/2024,,Seth,,Dyk,1702 Virginia Ln ,Billings,MT,59102.0,3624.0,2,168.58,Mileage- Billings to Livingston to Billings 230 miles @ 0.67 and Travel Meals,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/17/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,8210.75,Television  Digital  and Cable Ad Placement Greg for Montana 06/17/24 - 11/05/24; 15 and 30 Second Spots,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/15/2024,First Bankcard,,,,PO Box 2818 ,Omaha,NE,68103.0,2818.0,2,847.05,See Attachment:,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/25/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,215.5,#120; 7x5 Contribution Thank You Mailers and Postage,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/02/2024,Zac's Montana Kitchen,,,,PO Box 975 ,Livingston,MT,59047.0,975.0,2,720.0,Catering for June 25th Event in Livingston,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/24/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,621.92,Credit Card Fees (19 Transactions from 06/16/2024 - 06/16/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/09/2024,Arena Communications,,,,1780 Sequoia Vista Circle ,Salt Lake City,UT,84104.0,5102.0,2,5318.0,Website Hosting and Programming Fee,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/15/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,329.1,Mileage - Helena to Missoula to Helena to Bozeman 428 miles @ 0.67 and Travel Meals,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/15/2024,,A J,,King,335 Lake Hills Drive ,Kalispell,MT,59901.0,7466.0,2,260.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/15/2024,Avista PAC,,,,PO Box 3727 ,Spokane,WA,99220.0,3727.0,2,500.0,Stop Payment on Contribution,PM,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/12/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,1065.65,Credit Card Fees (28 Transactions from 07/18/2024 - 07/25/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/15/2024,,Bill,,Markovich,43 Tranquility Ln ,Butte,MT,59701.0,3912.0,2,160.0,Refund Excess Contribution,PM,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/22/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,2000.0,#100 2ft. x 4ft. Highway Signs Greg for Montana ,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/25/2024,,Thomas,,Apparel,3636 Harrison Ave ,Butte,MT,59701.0,3571.0,2,1352.53,#48 Greg for Montana Staff T-Shirts,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/12/2024,Anchor City Strategies,,,,102 Kimborough St ,Greenville,SC,29607.0,3928.0,2,10228.16,"5 Digital Display Ads and 5 Google Search Ads ""Greg for Montana"" running from 07/18/24 - 08/15/24",GN,Google and Digital Display/E-mail,10.0,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/16/2024,Valley Bank,,,,PO Box 5269 ,Helena,MT,59604.0,5269.0,2,20.0,Banking Fee,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/08/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,5707.04,#47 142 SMS Messages Support Greg Gianforte,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/21/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,4876.4,# 1 000 Greg for Montana Rally Signs; #5 000 6/34 in. Remit Envelopes  and Shipping Fees ,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/13/2024,,Natalie,,Brown,41 Sand Piper Loop ,Helena,MT,59602.0,564.0,2,612.38,See Attachment:,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/05/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,831.53,Credit Card Fees (28 Transactions from 07/18/2024 - 07/25/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/15/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,633.56,Credit Card Fees (28 Transactions from 08/09/2024 - 08/15/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/03/2024,Anchor City Strategies,,,,102 Kimborough St ,Greenville,SC,29607.0,3928.0,2,9884.26,"6 Digital Display Ads ""Greg for Montana"" running from 06/11/24 - 07/08/24  ",GN,Digital Display/E-mail,6.0,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/01/2024,,Seth,,Dyk,1702 Virginia Ln ,Billings,MT,59102.0,3624.0,2,72.36,Billings to Redlodge to Billings Mileage 108 miles @ 0.67,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/31/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,221.1,Helena to Butte to Helena to Bozeman 330 miles @ 0.67,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/02/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,607.02,Mileage - Helena to Whitefish 436 miles  and Helena to Billings 470 miles @ 0.67,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/16/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,663.46,Credit Card Fees (22 Transactions from 06/16/2024 - 06/16/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/16/2024,Valley Bank,,,,PO Box 5269 ,Helena,MT,59604.0,5269.0,2,20.0,Banking Fee,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/08/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,899.75,Credit Card Fees (35 Transactions from 06/27/2024 - 07/03/2024),PM,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/07/2024,First Bankcard,,,,PO Box 2818 ,Omaha,NE,68103.0,2818.0,2,2666.42,See Attachment:,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/16/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,808.1,Credit Card Fees (35 Transactions from 06/27/2024 - 07/03/2024),PM,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/17/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,264.47,#435  8.5 x 5.5 Donation Thank You Mailers,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/15/2024,,Harry,,Combs,96 S Clermont St ,Denver,CO,80246.0,1035.0,2,4480.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/22/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,290.5,#406  8.5 x 5.5 Donation Thank You Mailers and Postage,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/12/2024,Medium Buying LLC,,,,1351 King Ave 2nd Floor ,Columbus,OH,43212.0,2220.0,2,86050.0,30 Second DMA TV Broadcast Greg for Montana Missoula/Billings/BB/GF/Helena August 10 - 16,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/02/2024,Medium Buying LLC,,,,1351 King Ave 2nd Floor ,Columbus,OH,43212.0,2220.0,2,68276.0,30 Second DMA TV Broadcast Greg for Montana Missoula/Billings/BB/GF/Helena August 3 - 9,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/29/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,722.09,Credit Card Fees (28 Transactions from 07/18/2024 - 07/25/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/27/2024,Special Projects,,,,400 N California ,Helena,MT,59601.0,4968.0,2,2246.15,Bookkeeping & Compliance Reporting,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/01/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,831.64,Credit Card Fees (48 Transactions from 06/20/2024 - 06/27/2024),GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/17/2024,,Seth,,Dyk,1702 Virginia Ln ,Billings,MT,59102.0,3624.0,2,446.02,Mileage- Billings to Malta to Glasgow to Terry to Billings 601 miles @ 0.67 and travel meals,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/08/2024,,Anna Marian,,Block,3050 Saddle Dr ,Helena,MT,59601.0,8636.0,2,1222.12,See Attachment:,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/22/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,522.66,Credit Card Fees (28 Transactions from 07/12/2024 - 07/17/2024),PM,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,07/15/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,424.01,Helena to Bozeman to Helena to Ft. Benton to Havre 606 miles @ 0.67 and Travel Meals,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/13/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,47.04,Shipping Fees,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,08/08/2024,,Anna Marian,,Block,3050 Saddle Dr ,Helena,MT,59601.0,8636.0,2,1318.54,See Attachment:,GN,,,,N,,,
"Gianforte, Greg",06/16/2024 to 08/15/2024,C5,06/18/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,100000.0,Television  Digital  and Cable Ad Placement Greg for Montana 06/17/24 - 11/05/24; 15 and 30 Second Spots,GN,,,,N,,,
"Gianforte, Greg",06/01/2024 to 06/03/2024,C7E,06/03/24,Special Projects,,,,400 N California ,Helena,MT,59601.0,,All Other Expenditures,4042.96,Bookkeeping & Compliance Reporting,Primary,,,,,,,
"Gianforte, Greg",06/01/2024 to 06/03/2024,C7E,06/01/24,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,All Other Expenditures,1181.0,# 9 048 Greg for Montana SMS Fundraising Messages and Setup,Primary,,,,,,,
"Gianforte, Greg",06/01/2024 to 06/03/2024,C7E,06/01/24,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,,All Other Expenditures,1143.93,#2 500  12x18 Gianforte for Gov Mailer,Primary,,,,,,,
"Gianforte, Greg",05/28/2024 to 05/30/2024,C7E,05/29/24,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,All Other Expenditures,250000.0,05/23/24 - 11/05/24; Greg for Montana 15 and 30 Second Digital and Cable Ad Placement,Primary,,,,,,,
"Gianforte, Greg",05/21/2024 to 05/23/2024,C7E,05/22/24,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,,All Other Expenditures,2321.97,#10 000  7 x 6.5 Gianforte for Gov Remittance Envelopes,Primary,,,,,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/03/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,672.63,Credit Card Fees (36 Transactions from 06/03/2024 - 06/03/2024),PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,436.18,Credit Card Fees (22 Transactions from 06/04/2024 - 06/04/2024),PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/22/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,2321.97,#10 000  7 x 6.5 Gianforte for Gov Remittance Envelopes,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/01/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,1143.93,#2 500  12x18 Gianforte for Gov Mailer,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/15/2024,,Kathy,,Keneally,PO Box 80150 ,Billings,MT,59108.0,150.0,2,500.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/13/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,233.16,Mileage - Helena to Shelby 174 miles @ 0.67,GN,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,,Brandon,,Wenzel,6435 Foxwood Crt ,Helena,MT,59602.0,7911.0,2,168.77,Mileage - Helena to Bozeman 104 miles @ 0.67 and Travel Meal,GN,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/29/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,713.89,Credit Card Fees (32 Transactions from 05/29/2024 - 05/29/2024),PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/23/2024,,Andrew,,Field,PO Box 500 ,Emigrant,MT,59027.0,500.0,2,0.51,Refund Excess Contribution,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,527.17,Credit Card Fees (17 Transactions from 06/04/2024 - 06/04/2024),PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/15/2024,,Barbara,,Hamlin,1625 University Street ,Helena,MT,59601.0,5953.0,2,10.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/03/2024,Special Projects,,,,400 N California ,Helena,MT,59601.0,4968.0,2,4042.96,Bookkeeping & Compliance Reporting,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,First Bankcard,,,,PO Box 2818 ,Omaha,NE,68103.0,2818.0,2,3353.5,See Attachment:,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,Ultra Graphics ,,,,3413 Gabel Road ,Billings,MT,59102.0,7351.0,2,888.7,#650  8.5 x 5.5 Event Invitations Gianforte for Gov,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/01/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,1181.0,# 9 048 Greg for Montana SMS Fundraising Messages and Setup,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/16/2024,Valley Bank,,,,PO Box 5269 ,Helena,MT,59604.0,5269.0,2,20.0,Banking Fee,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/22/2024,,Seth,,Dyk,1702 Virginia Ln ,Billings,MT,59102.0,3624.0,2,726.06,Mileage 963 miles @0.67  Billings to Sidney to Miles City and Event Supplies,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/21/2024,Winred,,,,PO Box 9891 ,Arlington,VA,22219.0,1891.0,2,504.01,Credit Card Fees (47 Transactions from 05/21/2024 - 05/21/2024),PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/23/2024,,Douglas,,White,7505 Hwy 35 ,Bigfork,MT,59911.0,,2,36.0,Refund Excess Contribution,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,,Monika,,Jenkinson,159 W Swift Creek Way ,Kalispell,MT,59901.0,8582.0,2,2240.0,Refund Excess Contribution,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,1270.58,Hobson Event Food and Beverages,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,,Geoffrey,,Goble,PO Box 26 ,Mc Leod,MT,59052.0,26.0,2,4480.0,Refund Excess Contribution,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/04/2024,Anchor City Strategies,,,,102 Kimborough St ,Greenville,SC,29607.0,3928.0,2,12228.16,Digital Ad Placement Via E-mails Greg for Montana,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,05/29/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,250000.0,05/23/24 - 11/05/24; Greg for Montana 15 and 30 Second Digital and Cable Ad Placement,PM,,,,N,,,
"Gianforte, Greg",05/15/2024 to 06/15/2024,C5,06/15/2024,,Walter,L,Mcnutt,2699 Niehenke Drive ,Sidney,MT,59270.0,5854.0,2,1000.0,Refund Excess Contribution,GN,,,,N,,,
"Gianforte, Greg",04/16/2024 to 05/14/2024,C5,05/14/2024,,Courtney,,Thomas,3736 Ellis View Loop ,Bozeman,MT,59715.0,8511.0,2,158.12,Mileage Reimbursement Bozeman to Dillon 2x (236 miles),PM,,,,N,,,
"Gianforte, Greg",04/16/2024 to 05/14/2024,C5,04/22/2024,The Political Company,,,,PO Box 81274 ,Billings,MT,59108.0,,2,500000.0,Television  Digital and Cable Ad Placement Greg for Montana 05/06/24 - 11/05/24 ; 15 and 30 Second Spots,PM,,,,,,,
