Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/01/2022,,Jackie,,Rodriguez,180 Browns Meadow Rd,Kila,MT,59920,,2,206.59,materials and labor for door hangers,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/03/2022,Lee Newspapers,,,,2222 N Washington St,Helena,MT,59601,,2,1139.0,Newspaper ad,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/07/2022,Thriftway,,,,306 Euclid Ave,Helena,MT,59601,,2,82.57,Gas for trip to Helena,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/07/2022,Exxon Mobil,,,,4810 Hwy 93 S,Kalispell,MT,59901,,2,63.74,gas for campaign trip to Helena,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/06/2022,Montana Radio Company,,,,2520 Airport Rd,Helena ,MT,59601,,2,1440.0,Radio ad,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/06/2022,Bee Broadcasting,,,,PO Box 5409,Kalispell,MT,59901,,2,1845.0,Radio ads,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/06/2022,Hilton Garden Inn,,,,1840 US Hwy 93 S,Kalispell,MT,59901,,2,2197.0,thank you banquet for campaign volunteers,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/02/2022,Daily Interlake,,,,727 E Idaho,kalispell,MT,59901,,2,1924.8,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,05/31/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,05/27/2022,amazon via Jackie Rodriguez,,,,180 Browns Meadow Rd,Kila,MT,59920,,2,9.99,Supplies for Campaign,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,05/31/2022,Dollar Tree,,,,2355 US hwy 93 N,Kalispell,MT,59901,,2,16.56,"thank you cards, poster materials",PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/03/2022,,Alesha,,Payne,8355 Hwy 2,Marion,MT,59925,,2,100.0,labor for invitations,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/13/2022,website Express,,,,35 S Main,kalispell,MT,59901,,2,29.95,Campaign Website,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/07/2022,Ramada Inn,,,,1714 11th Ave,Helena,MT,59601,,2,239.54,rooms for campaign sign wavers ,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/06/2022,Mission Mountain Mercantile,,,,mile marker 45,Condon,MT,59601,,2,125.0,gas for campaign trip to Helena,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/06/2022,Safeway,,,,611 N Montana Ave,Helena,MT,59601,,2,80.25,food for triop,PM,,,,N,,,
"Bukacek, Ann",05/18/2022 to 06/15/2022,C5,06/12/2022,citibank HOme Depot,,,,2455 US Hwy 93,Kalispell,MT,59901,,2,252.7,drills etc for work on sign frames,GN,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/01/2022,,Jackie,,Rodriguez,180 Browns Meadow Rd,Kila,MT,59920,,2,255.73,reimbursement for labor and materials related to campaign event,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/27/2022,,Ron,,Morgan,8355 Hwy 2 West,marion,MT,59925,,2,260.0,labor and materials for large signs,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/06/2022,Montana Radio Company,,,,2520 Airport Rd,Helena,MT,59601,,2,2905.0,Radio ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/10/2022,,Dondwani,,Baines,4680 US Hwy 93,Whitefish,MT,59937,,2,350.0,Filming meet & greet; developing campaign FB account,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/12/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/10/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/11/2022,daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/09/2022,Bee Broadcasting,,,,2432 US Hwy 2 E,Kalispell,MT,59901,,2,2000.0,Radio ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/03/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,1525.2,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/16/2022,Bee Broadcasting,,,,2432 US Hwy 2E,Kalispell,MT,59901,,2,2000.0,Radio ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/25/2022,,Jackie,,Rodriguez,180 Browns Meadow Rd,Kila,MT,59920,,2,62.0,"reimbursement for buttons, clip board",PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/02/2022,Hilton Garden Inn,,,,1840 Hwy 93 South,Kalispell,MT,59901,,2,1968.8,campaign meet & greet,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/02/2022,Daily Interlake,,,,727 E Idaho,Kalsipell,MT,59901,,2,2472.24,Campaign Ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/29/2022,RadioActive,,,,35 Heritage Way,Kalispell,MT,59901,,2,29.95,uploading candidate forum video,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/27/2022,Teton County Elections Office,,,,PO Box 610,choteau,MT,59422,,2,20.0,County voter list,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/27/2022,Lewis and Clark Election Office,,,,316 N Park Ave,Helena,MT,59923,,2,120.0,County voter list,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/09/2022,Anderson Radio Broadcasting,,,,36581 N. Reservoir Road,Polson,MT,59860,,2,3204.0,Radio ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/13/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/10/2022,Utmost Graphics,,,,PO Box 9726,Kalispell,MT,59904,,2,2330.95,USPS Marketing Mail for campaign mailer,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/06/2022,,Jackie,,Rodriguez,180 Browns Meadow Rd,Kila,MT,59920,,2,248.9,supplies and labor for banquet,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/16/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/17/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2500.0,Newspaper ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/26/2022,Hilton Garden Inn,,,,1840 US Highway 93 S,Kalispell,MT,59901,,2,2500.0,for upcoming campaign event,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,04/27/2022,Daily Interlake,,,,727 E Idaho,Kalispell,MT,59901,,2,2472.24,Campaign Ads,PM,,,,N,,,
"Bukacek, Ann",04/23/2022 to 05/17/2022,C5,05/09/2022,Montana Radio Company,,,,2520 Airport Rd,Helena,MT,59601,,2,1305.0,digital campaign ads,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/06/2022,Website Express,,,,35 S. Main,kalispell,MT,59901,,2,1547.85,Campaign Website,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/17/2022,Staples Connect,,,,1290 Highway 2 E,Kalispell,MT,59901,,2,23.99,stamp paid for by...,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/23/2022,Murdoch's Ranch & Home Supply,,,,2330 US Hwy 93,kalispell,MT,59901,,2,299.06,"T posts, rebar, etc for signs",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,03/22/2022,,Annie,,cricut LOC,1 Sunset Plaza,Kalispell,MT,59901,,2,144.25,machine for T-shirts,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,03/22/2022,Utmost Graphics,,,,1376 Shelter Ridge,kalispell,MT,59901,,2,2400.32,campaign signs and shipping,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/07/2022,amazon,,,,PO Box 27,kalispell,MT,59903,,2,106.24,debit card through glacier bank; T shirt making material ordered from Amazon,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/21/2022,Cozy Corner Cafe,,,,402 Central Ave,Fairfield,MT,59436,,2,184.43,meet & greet for campaign,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/06/2022,,Nate,,Schoonover,432 E Idaho,Kalispell,MT,59901,,2,800.0,estimate of time and materials for framing signs,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,03/26/2022,,Annie,,Jackie Rodriguez,1 Sunset Plaza,Kalispell,AA,59901,,2,587.21,"materials and labor for signs, T-shirts",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/06/2022,Jiffy T shirts,,,,PO Box 27 ,kalispell,MT,59901,,2,136.5,campaign T shirts; ordered on line through debit card at Glacier Bank,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/19/2022,Utmost Graphics,,,,PO Box 9726,Kalispell,MT,59904,,2,29.5,"printing fliers, remittance envelopes",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/16/2022,Home Depot,,,,2455 US hwy 93 N,kalispell,MT,59901,,2,218.97,materials and equipment needed for putting up signs,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/11/2022,Staples Connect,,,,1290 Highway 2 E,Kalispell,MT,59901,,2,110.93,"card stock, paper cutter",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/18/2022,Costco,,,,2330 US Highway 93 N,Kalispell,MT,59901,,2,439.99,"GOPRO VIdeo camera to video PSC debates, etc",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/11/2022,,Jackie,,Rodriguez,180 Browns Meadow Rd,Kila,MT,59920,,2,416.97,"reimbursement for materials related to signs, buttons, T shirts",PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/08/2022,Utmost Graphics,,,,1376 Shelter Rdg,kalispell,MT,59901,,2,1068.0,signs and envelopes,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/24/2022,Dollar Tree,,,,2355 US Hwy 93,Kalispell,MT,59901,,2,37.0,packets of thank you cards,PM,,,,N,,,
"Bukacek, Ann",03/22/2022 to 04/22/2022,C5,04/17/2022,Staples Connect,,,,1290 Hwy 2E,Kalispell,MT,59901,,2,49.71,supplies for PSC related info packets ,PM,,,,N,,,
"Dooling, Joe",06/16/2022 to 09/05/2022,C5,06/21/2022,Efundraising Connections,,,,123 Main St.,Missoula,MT,59801,,2,121.25,Credit card processing fee,PM,,,,N,,,
"Dooling, Joe",05/15/2022 to 06/15/2022,C5,06/14/2022,Special Projects,,,,400 North California,Helena,MT,59601,,2,524.19,bookeeping and compliance reporting,PM,,,,N,,,
"Dooling, Joe",05/15/2022 to 06/15/2022,C5,06/14/2022,,Ross,,Fitzgerald,451 1st Rd NE ,Fairfield,MT,59436,9205.0,2,100.0,Refund General Contribution,GN,,,,N,,,
"Dooling, Joe",05/15/2022 to 06/15/2022,C5,06/14/2022,,Bill,,Bahny,PO Box ,Helena,MT,59604,,2,100.0,Refund General Contribution,GN,,,,N,,,
"Dooling, Joe",05/15/2022 to 06/15/2022,C5,05/31/2022,Valley Bank,,,Valley Bank,3030 N. Montana Ave.,Helena,MT,59601,,2,20.0,Bank fee,PM,,,,N,,,
"Dooling, Joe",05/15/2022 to 06/15/2022,C5,05/23/2022,3 J,,,,PO Box 1202,Helena,MT,59624,,2,175.0,Logo design,PM,,,,N,,,
"Dooling, Joe",04/16/2022 to 05/14/2022,C5,05/09/2022,INSTY PRINTS,,,,131 MAIN STREET,KALISPELL,MT,59901,,2,1014.75,"#10,000 Newspaper inserts Kalispell Interlake Dooling for PSC",PM,,"10,000",,N,,,
"Dooling, Joe",04/16/2022 to 05/14/2022,C5,04/29/2022,Valley Bank,,,Valley Bank,3030 N. Montana Ave.,Helena,MT,59601,,2,20.0,Bank fee,PM,,,,N,,,
"Dooling, Joe",04/16/2022 to 05/14/2022,C5,04/18/2022,Ax Media,,,,"800 W 47th Street, Ste 200",Kansas City,MO,64112,,2,1500.0,"Radio Ads ""Joe Dooling for PSC"" 04-23-22 - 04-30-22 (30 Second Ads)",PM,,,,N,,,
