Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,05/27/2022,Masala,,,,206 Main Street,Missoula,MT,59802.0,,2,30.58,Food for volunteers,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,05/27/2022,Costco,,,,3220 Northern Pacific Avenue,Missoula,MT,598058.0,,2,57.75,Stamps,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/01/2022,Billings Times,,,,2919 Montana Ave,Billings,MT,59101.0,,2,416.19,Printing of 1500 Mailers.  And Shipping.,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/14/2022,"Mailing Technical Services, Inc",,,,PO Box 1753,Billings,MT,59103.0,,2,280.96,Mailer - Mailed 878,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/01/2022,,Renata,,Birkenbuel,741 West Sussex,Missoula,MT,59801.0,,2,100.0,Press Work - Feature,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/01/2022,MDLCC,,,,303 N. Ewing St,Helena,MT,59601.0,,2,75.0,Design Fee for Mailer,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/01/2022,Tara Walker Lyons Photography,,,,901 HWY 93 S,Hamilton,MT,59840.0,,2,65.0,Copyright for Photograph,PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/07/2022,Union Club Bar,,,,,,,,,2,136.75,"Drinks for Volunteers/Bands during ""Give Politics a Dance!""",PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/07/2022,,Daniel,,Clapp,1319 Sherwood St. Unit A,Missoula,MT,59802.0,,2,125.0,"Kitchen Rent w/cook (5+ hours) for ""Give Politics a Dance!"" Event.  ",PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/07/2022,,SHAUN,,GANT,216 WOODFORD,MISSOULA,MT,59801.0,,2,595.2,"Reimburse Expenses for ""Give Politics a Dance!"" Event.  $50 each x 9 for musicians. $43.20 Kinko's for printing programs. $102 Food for Volunteers",PM,,,,N,,,
"Olsen, Andrea",05/19/2022 to 06/15/2022,C5,06/06/2022,,Laura,J,Millin,1721 S 9th St W,Missoula,MT,59801.0,,2,100.0,"Food for ""Give Politics a Dance!"" event.",PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/22/2022,Masala,,,,206 Main Street,Missoula,MT,59802.0,,2,21.6,Volunteer Food,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/29/2022,Pho Vi,,,,2101 Brooks Street,Missoula,MT,59801.0,,2,40.0,Volunteer Food,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/27/2022,Masala,,,,206 Main Street,Missoula,MT,59802.0,,2,21.6,Volunteer Food,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/20/2022,Masala,,,,206 Main Street,Missoula,MT,59802.0,,2,24.49,Volunteer Food,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/18/2022,University of Montana,,,,32 Campus Drive,Missoula,MT,59812.0,,2,12.0,"Thank You Cards, Clipboard, Paper",PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/09/2022,Billings Times,,,,2919 Montana Ave,Billings,MT,59101.0,,2,1827.48,5000 - 7x11 Mailer/WalkCards. & Shipping,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/18/2022,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,41.49,ActBlue Fees for 8 donations from 4/19/2022 to 5/18/2022. ,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/10/2022,,Marilyn,J,Marler,1750 S 8th St W,Missoula,MT,59801.0,,2,30.0,Shared Expense for CANVA Subscription,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/27/2022,,Jace,,Laakso,339 Edith Street,Missoula,MT,59801.0,,2,400.0,Commission Art House Logo for Final Mailer,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/03/2022,,Carol,,Schwartz,P.O. Box 5858,Missoula ,MT,59806.0,,2,400.0,"IT Services for Website, Newsletter & Graphic Design for Mailer",PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/27/2022,,Colleen,,Hinds for HD13,10 Picadilly Lane,Heron,MT,59844.0,,2,100.0,Rural Initiative,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,04/20/2022,"Mailing Technical Services, Inc",,,,PO Box 1753,Billings,MT,59103.0,,2,1674.24,InkJet Labels for 5232 at $0.035 & Standard Mail Letter Postage for 5232 at $0.285 each,PM,,,,N,,,
"Olsen, Andrea",04/19/2022 to 05/18/2022,C5,05/10/2022,"Mailing Technical Services, Inc",,,,PO Box 1753,Billings,MT,59103.0,,2,1435.52,InkJet Labels for 4486 & Standard Mail Letter Postage @ $0.285 for 4486 Mailers,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/15/2022,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,19.76,ActBlue Fees for 5 donations from 3/20-4/15 totaling $500.00,PM,,,,Y,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/15/2022,Missoula County Democrats,,,,PO Box 9305,Missoula,MT,59807.0,,2,250.0,Williams Dinner Sponsorship,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,03/24/2022,Masala,,,,206 Main Street,Missoula,MT,59802.0,,2,14.09,Meal w/ Volunteers,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,03/20/2022,Denny's Restaurant,,,,2922 Brooks,Missoula,MT,59801.0,,2,26.48,Meal w/Volunteers,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/04/2022,Costco,,,,3220 Northern Pacific Avenue,Missoula,MT,598058.0,,2,136.85,"Food, Drink, Snacks for Volunteer Gathering ",PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/05/2022,Papa Murphys,,,,801 S. 3rd St. W,Missoula,MT,59801.0,,2,50.6,Pizza for Volunteer Gathering,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/12/2022,Ace Hardware,,,,2301 Trempers Shopping Center,Missoula,MT,59801.0,,2,7.19,Zip Cable Ties,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/04/2022,Big Bear Sign Company Incorporated,,,,1315 Clark Fork Lane,Missoula,MT,59808.0,,2,604.5,Vinyl Decals for Signs,PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/16/2022,Billings Times,,,,2919 Montana Ave,Billings,MT,59101.0,,2,2893.82,"Signs, Walkcards/Mailers, Shipping",PM,,"250 Signs, 6000 WalkCards/Mailers",,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/14/2022,Costco,,,,3220 Northern Pacific Avenue,Missoula,MT,598058.0,,2,134.06,"Food for Volunteers, Snacks for Volunteers",PM,,,,N,,,
"Olsen, Andrea",03/19/2022 to 04/18/2022,C5,04/14/2022,Mountain Ink and Toner,,,,3055 N. Reserve Street,Missoula,MT,59808.0,,2,87.98,Toner Ink for Copying,PM,,,,N,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/18/2022,Magnets on the Cheap,,,,11525A Stonehollow Dr,Austin,TX,78758.0,,2,216.0,Car magnets,PM,,50,Advertising,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/18/2022,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,105.16,ActBlue Fees on 15 Donations from 1/11/2022 to 3/18/2022,PM,,,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/17/2022,Pit Printers,,,, 425 E Front St,Butte,MT,59701.0,,2,165.0,Endorsement Cards ,PM,,250,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/17/2022,Great Harvest Bakery,,,,,Missoula,MT,59801.0,,2,50.19,Irish Soda Bread / Bread for St. Patricks Day Fundraiser for MDLCC,PM,,,,N,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,02/28/2022,Faultline Strategies,,,,PO Box 6061,Bozeman,MT,59771.0,,2,2500.0,Campaign Consultant ,PM,,,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,01/25/2022,Mountain Ink and Toner,,,,3055 N. Reserve Street,Missoula,MT,59808.0,,2,105.99,Toner,PM,,1,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,01/06/2022,Papa Murphy's,,,,1801 S 3rd St W,Missoula,MT,59801.0,,2,24.5,Pizza for Volunteers,PM,,2 Medium,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,01/06/2022,Costco,,,,3220 Northern Pacific Avenue,Missoula,MT,598058.0,,2,121.91,"Paper, Envelopes & Food/Drink for Volunteers",PM,,"1 box Size 10 envelopes, 1 Paper",,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,02/11/2022,,Louise,C,Yamasaki,5945 Gharrett Ave,Missoula,MT,59803.0,,2,293.9,Website Hosting & Domain name fee,PM,,,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/07/2022,MDLCC,,,,303 N. Ewing St,Helena,MT,59601.0,,2,50.0,Sponsor - Celebration of Democratic Women,PM,,,,N,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/06/2022,Carol's List,,,Carol's List,PO BOX 1101,Helena,MT,59625.0,,2,50.0,Sponsor - Carol's List Brunch,PM,,,,N,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/04/2022,Montana Conservation Voters,,,,PO Box 63,Billings,MT,59103.0,,2,250.0,Sponsor - Celebration of MT Constitution ,PM,,,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,03/17/2022,Costco,,,,3220 Northern Pacific Avenue,Missoula,MT,598058.0,,2,153.99,Volunteer Food & Supplies; Food for St. Pats Day Party,PM,,,,Y,,,
"Olsen, Andrea",01/06/2022 to 03/18/2022,C5,01/14/2022,Secretary of State,,,,1301 E. 6th Ave.,Helena,MT,59601.0,,2,15.0,FILING FEE,PM,,,,N,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,11/11/2021,,Renata,,Birkenbuel,741 West Sussex,Missoula,MT,59801.0,,2,60.0,Press Release Draft,PM,,,,N,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,01/04/2022,Montana Democratic Party,,,,303 N. Ewing St. ,Helena,MT,59601.0,,2,170.0,VAN (database) access for SD 50,PM,,,,N,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,12/07/2021,The Billings Times ,,,,2919 Montana Avenue,Billings,MT,59101.0,,2,255.12,500 REMITTANCE ENVELOPES Printed,PM,,,,N,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,11/23/2021,MDLCC,,,,303 N. Ewing St,Helena,MT,59601.0,,2,25.0,remit envelope design fee,PM,,,,N,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,01/04/2022,ActBlue,,,,PO Box 441146,Somerville,MA,2144.0,,2,27.7,ACTBLUE DONATION CHK Fees,PM,,,ActBlue fee on 14 contributions.,Y,,,
"Olsen, Andrea",11/09/2021 to 01/05/2022,C5,11/09/2021,USPS,,,USPS,8300 NE Underground Drive Pillar 210,Kansas City,MO,64144.0,,2,278.4,24 Booklets of Stamps,PM,,,,N,,,
"Beard, Becky  M",08/16/2022 to 09/15/2022,C5,09/13/2022,Independent Record,,,,PO Box 4249,Helena,MT,59604.0,,2,410.0,"HD 80 Campaign advertisement (4 x 3.25, color) in conjunction with the newspaper's Helena Voters' Guide, 10/09/2022.",GN,Helena Independent Record newspaper advertisement.,"One time ad buy in conjunction with the newspaper's Helena Voters' Guide, 10/09/2022.",,N,,,
"Beard, Becky  M",08/16/2022 to 09/15/2022,C5,09/13/2022,Silver State Post,,,,515 Main Street,Deer Lodge,MT,59722.0,,2,92.0,"HD 80 Campaign advertisement (4 x 3.25"", color) for publication, 10/06/2022.",GN,Newspaper advertisement,"One time advertisement in Silver State Post's weekly newspaper, 10/06/2022.",,N,,,
"Beard, Becky  M",08/16/2022 to 09/15/2022,C5,09/13/2022,Blackfoot Valley Dispatch,,,,PO Box 427,Lincoln,MT,59639.0,,2,80.0,"HD 80 Campaign Advertisement (col 10"" [4 x 3.25""] color), for publication on 9/22/2022.",GN,Newspaper advertisement: Blackfoot Valley Dispatch.,One time: 09/22/2022.,,N,,,
"Beard, Becky  M",06/16/2022 to 08/15/2022,C5,07/22/2022,Signs Now,,,,323 N Last Chance Gulch,Helena,MT,59601.0,,2,350.0,Vehicle Vinyl Campaign Signage for pick-up tailgate and car; includes removal service post election.,GN,Campaign signage for HD80.,1 each: pick-up tailgate and car.,"Production, application and removals.",N,,,
"Beard, Becky  M",06/16/2022 to 08/15/2022,C5,06/20/2022,Lewis and Clark County,,,,"316 North Park Avenue, Room 168",Helena,MT,59623.0,,2,25.0,Purchase district electronic voter list from Lewis and Clark County Elections Office (paid Ck#1002).,GN,,,,N,,,
"Beard, Becky  M",06/16/2022 to 08/15/2022,C5,06/20/2022,Powell County,,,,"409 Missouri Avenue, Suite 203",Deer Lodge,MT,59722.0,,2,25.0,Purchase district electronic voter list from Powell County Election Administrator (paid Ck#1001).,GN,,,,N,,,
"Beard, Becky  M",05/15/2022 to 06/15/2022,C5,06/14/2022,Opportunity Bank,,,Opportunity Bank,1400 Prospect Ave.,Helena,MT,59601.0,,2,780.66,Transfer of Primary fund to General funds,PM,,,,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,09/04/2022,ActBlue,,,,366 Summer Street,Somerville,MA,2144.0,,2,2.9699999999999998,Contribution processing fee,GN,Actblue,$75.00,processing,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,08/21/2022,ActBlue,,,,366 Summer Street,Somerville,MA,2144.0,,2,1.78,Contribution processing fee,GN,Actblue,$45.00,processing,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,08/28/2022,ActBlue,,,,366 Summer Street,Somerville,MA,2144.0,,2,0.4,Contribution processing fee,GN,Actblue,$10.00,processing,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,09/09/2022,,Melissa,L,Smith,2736 Clover Drive,Great Falls,MT,59404.0,,2,100.0,Campaign Donation,GN,Actblue,$100.00,Donation,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,09/09/2022,ACE HARDWARE,,,,3527 10TH AVE S,GREAT FALLS,MT,59405.0,,2,21.98,100ct Natural 14.5in 50lb CAB Zip Ties,GN,not applicable ,2,not applicable ,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,08/20/2022,Everyday IGA,,,Everyday IGA,701 1st Ave N,Great Falls,MT,59401.0,,2,9.47,"disposable forks ($2.09), aluminum foil ($4.39), disposable foil pan ($2.99)",GN,not applicable,1 each,donation for community event,N,,,
"Bachmeier, Jacob  D",08/16/2022 to 09/15/2022,C5,08/20/2022,Loaf N Jug,,,,900 1st Ave. N,Great Falls,MT,59401.0,,2,22.32,Block Ice,GN,not applicable,8 bags,donation for community event,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,07/19/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404.0,,2,222.67,"HP 206A Cyan Standard Yield (1), HP 206A Yellow Standard Yield (1), HP 206A Magenta Standard Yield (1)",GN,,3 cartridges ,,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,07/27/2022,Abbey Lee Cook & Associates,,,,Po Box 1101,Helena,MT,59624.0,,2,400.0,Monthly Fundraising Retainer - MDLCC Rate,GN,,,Fundraising support,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,08/14/2022,ActBlue,,,,366 Summer St,Summerville,MA,2144.0,,2,0.13,Contribution processing fee,GN,,,,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,07/31/2022,ActBlue,,,,366 Summer St,Summerville,MA,2144.0,,2,0.4,Contribution processing fee,GN,,,,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,07/07/2022,Jason Geer Photography,,,Jason Geer Photography,1640 Elm Drive,Havre,MT,59501.0,,2,2500.0,Photography/videography/editing,GN,,20 hours,photography/videography/editing,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,06/27/2022,Abbey Lee Cook & Associates,,,,Po Box 1101,Helena,MT,59624.0,,2,400.0,Monthly Fundraising Retainer - MDLCC Rate,GN,,,,N,,,
"Bachmeier, Jacob  D",06/16/2022 to 08/15/2022,C5,07/24/2022,ActBlue,,,,366 Summer St,Summerville,MA,2144.0,,2,1.19,Contribution processing fee,GN,,,,N,,,
