Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/02/2024,Doordash,,,,303 2nd St,San Francisco,CA,94107,,2,250.78,Food for fundraiser,GN,,,Food,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/04/2024,Fedex,,,,130 W Broadway,Missoula,MT,59802,,2,9.13,print materials,GN,,13.0,Printing,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/03/2024,Allegra Billings,,,,2620 Overland Ave,Billings,MT,59102,,2,537.26,Endorsement appeal mailer,GN,,316.0,Printing and Mailing,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/03/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,80.0,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/03/2024,Walmart,,,,3555 Mullan Rd,Missoula,MT,59808,,2,42.96,Food for fundraiser,GN,,,Food services,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,09/26/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,135.0,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,09/16/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,75.0,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,10/03/2024,USPS,,,,200 E Broadway St,Missoula,MT,59802,,2,182.0,PO Box renewal,GN,,,Mail services,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,09/20/2024,Wix.com,,,,"500 Terry A Francois Blvd, Suite 600",San Francisco,CA,94158,,2,27.0,Website Hosting Services,GN,,,Website hosting,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,09/16/2024,US Bank,,,US Bank,PO Box 1800,Saint Paul,MN,55101,,2,6.0,bank service fee,GN,,,Analysis service charge,N,,,
"Evans, Elena",09/16/2024 to 10/14/2024,C5,09/23/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,500.0,Highway signs,GN,,9.0,Printing and Mailing,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/03/2024,Facebook,,,,1 Hacker Way,Menlo Park,CA,94025,,2,4.02,ad boost,GN,Facebook,,Social media advertising,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/15/2024,Democracy Engine,,,,2125 14th St NW #101W,Washington,DC,20009,,2,15.2,Donor Platform Fees for the Period Aug 16-Sept 15,GN,Democracy Engine,,Online Donation Management and Processing,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,08/30/2024,Fireweed Campaigns,,,,1003 Highland St,Helena,MT,59601,,2,5000.0,Campaign management services,GN,,,Campaign management fee,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,08/30/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,5220.0,Yardsigns,GN,,2000,Printing and shipping,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,08/23/2024,Wix.com,,,,"500 Terry A Francois Blvd, Suite 600",San Francisco,CA,94158,,2,27.0,Website Hosting Services,GN,,,Website hosting,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,08/21/2024,Fireweed Campaigns,,,,1003 Highland St,Helena,MT,59601,,2,5000.0,Campaign management services,GN,,,Campaign management fee,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/13/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,1768.47,"Printing of campaign banner, highway sign, rack cards, post-its",GN,,"1 banner, 1 highway sign, 7500 rack cards, 100 post-its",Printing,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/09/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,5074.79,Campaign Mailing,GN,,2606,Printing and mailing,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/13/2024,Montana Conservation Voters,,,,PO Box 1812,Helena,MT,59624,,2,400.0,Event Tickets,GN,,,Gala Event,N,,,
"Evans, Elena",08/16/2024 to 09/15/2024,C5,09/15/2024,"Anedot, Inc.",,,,"1340 Poydras Street, Suite 1770",New Orleans,LA,70112,,2,306.76,Donor Platform Fees for the Period Aug 16-Sept 15,GN,Anedot,,Online Donation Management and Processing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/15/2024,,Arthur,,Keller,3881 Corina Way,Palo Alto,CA,94303,,2,450.0,Over Contribution Refund,GN,,,,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/23/2024,Wix.com,,,,"500 Terry A Francois Blvd, Suite 600",San Francisco,CA,94158,,2,27.0,Website Hosting Services,GN,,,Website hosting,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/31/2024,USPS,,,,200 E Broadway St,Missoula,MT,59802,,2,219.0,Stamps,GN,,300.0,Stamps,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/06/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,48.5,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/14/2024,US Bank,,,US Bank,PO Box 1800,Saint Paul,MN,55101,,2,6.0,bank service fee,GN,,,Analysis service charge,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/15/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,75.0,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,06/17/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,26.5,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,06/20/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,1939.75,Printing and mailing 1114 fundraising letters,GN,,1114.0,Printing and mailing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/15/2024,Anedot,,,,"1340 Poydras Street, Suite 1770",New Orleans,LA,70112,,2,598.37,"Donor Platform Fees for the period June 16-Aug 15,2024",GN,Anedot,,Online Donation Management and Processing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/15/2024,All American Trophy & Engraving,,,,1251 Burlington Ave,Missoula,MT,59801,,2,15.0,Engraving candidate name badge,GN,,,Engraving,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/15/2024,US Bank,,,US Bank,PO Box 1800,St Paul,MN,55101,,2,6.0,bank service fee,GN,,,Analysis service charge,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/08/2024,Canva,,,,"3212 E. Cesar Chavez Street, Building 1, Suite 1300",Austin,TX,78702,,2,68.0,thank you postcards,GN,,250.0,Printing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/15/2024,Mailchimp,,,,405 N. Angier Ave. NE,Atlanta,GA,30312,,2,64.75,Email marketing services,GN,,,Email marketing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/16/2024,"Purple Snow Promotional, LLC",,,,1138 16th Street W,Billings,MT,59102,,2,310.28,Printing of 1000 remittance envelopes,GN,,1000.0,Printing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/18/2024,Amazon.com,,,,410 Terry Ave N,Seattle,WA,98109,,2,58.39,Fundraiser hosting supplies,GN,,,"Name tags, pens, plates, cups",N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,07/19/2024,USPS,,,,200 E Broadway St,Missoula,MT,59802,,2,7.79,Mailing business cards,GN,,,Mailing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/05/2024,Fedex,,,,130 W Broadway St,Missoula,MT,59802,,2,35.5,Printing of 100 Campaign flyers,GN,,100.0,Printing,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/05/2024,B & B Market,,,,100 N Rodney St,Helena,MT,59601,,2,6.0,Bags of ice,GN,,,Ice,N,,,
"Evans, Elena",06/16/2024 to 08/15/2024,C5,08/07/2024,Vistaprint,,,,275 Wyman Street,Waltham,MA,2451,,2,207.99,Printing of 2000 campaign flyers,GN,,2000.0,Printing,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/03/2024,Goodworks Place,,,,129 W Alder St.,Missoula,MT,59802,,2,150.0,Facility rental,GN,,,Facility rental,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/15/2024,Democracy Engine,,,,2125 14th St NW #101W,Washington DC,DC,20009,,2,42.35,"Donor Platform Fees for the period May 15-June 15,2024",GN,Democracy Engine,,Online Donation Management and Processing,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,05/17/2024,Purple Snow,,,,1138 16th Street W,Billings,MT,59102,,2,254.6,Distribution of Text Message ,GN,,1273.0,Text Messages,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,05/15/2024,Currents Aquatic Center,,,,600 Cregg Lane,Missoula,MT,59801,,2,266.0,Facility rental for Bonner Park Bandshell,GN,,,Facility rental,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,05/31/2024,Montana Secretary of State,,,,State Capitol Building,Helena,MT,59601,,2,1158.8,Candidate Filing Fee,GN,,,Candidate filing fee,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,05/24/2024,Fireweed Campaigns,,,,1003 Highland St,Helena,MT,59601,,2,6198.91,Campaign management services,GN,,,"Campaign management fee, reimbursements for campaign t-shirts and petition gathering supplies",N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/07/2024,Fireweed Campaigns,,,,1003 Highland St,Helena,MT,59601,,2,14662.26,Campaign management services,GN,,,"Campaign management fee, paid signature gathering",N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/11/2024,Deluxe Checks,,,,801 S Marquette Ave,Minneapolis,MN,55402,,2,43.24,Campaign Account Checks,GN,,,Check printing and delivery,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/14/2024,US Bank,,,US Bank,PO Box 1800,Saint Paul,MN,55101,,2,6.0,bank service fee,GN,,,Bank service fee,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,06/15/2024,"Anedot, Inc",,,,"1340 Poydras Street, Suite 1770",New Orleans,LA,70112,,2,369.47,"Donor Platform Fees for the period May 15-June 15,2024",GN,Anedot,,Online Donation Management and Processing,N,,,
"Evans, Elena",05/15/2024 to 06/15/2024,C5,05/28/2024,Fireweed Campaigns,,,,1003 Highland St,Helena,MT,59601,,2,57.49,Campaign management services,GN,,,Reimbursement for website costs,N,,,
"Evans, Elena",04/16/2024 to 05/14/2024,C5,05/07/2024,Canva,,,,"3212 E. Cesar Chavez Street, Building 1, Suite 1300",Austin,TX,78702,,2,205.0,Printing of 2000 business cards,GN,,2000.0,Printing,N,,,
"Evans, Elena",04/16/2024 to 05/14/2024,C5,05/08/2024,Purple Snow,,,,1138 16th Street W,Billings,MT,59102,,2,2736.75,"Fundraising mailer printing, preparation and mailing",GN,,1900.0,"Printing, Mail Preparation, Mailing",N,,,
"Evans, Elena",04/16/2024 to 05/14/2024,C5,05/13/2024,Staples,,,,"2230 N Reserve Street Suite 300,",Missoula,MT,59808,,2,12.99,Campaign Attribution Sticker Labels,GN,,220.0,Printing,N,,,
"Evans, Elena",04/16/2024 to 05/14/2024,C5,05/14/2024,"Anedot, Inc",,,,"1340 Poydras Street, Suite 1770",New Orleans,LA,70112,,2,230.1,"Donor Platform Fees for $5,650 in contributions received in the period of April 16 to May 14, 2024",GN,Anedot,,Online Donation Management and Processing,N,,,
"Evans, Elena",04/16/2024 to 05/14/2024,C5,05/14/2024,Democracy Engine,,,,2125 14th St NW #101W,Washington DC,DC,20009,,2,54.35,"Donor Platform Fees for $900 in contributions received in the period of April 16 to May 14, 2024",GN,Democracy Engine,,Online Donation Management and Processing,N,,,
